Score,Label
0.13162373006343842,1.0
0.9998599588661717,1.0
0.9636891614101805,1.0
0.9752864618291947,1.0
1.0082814064313508,0.0
1.0062120310640696,0.0
0.9428601889283789,0.0
0.9502656967163678,0.0
0.9717816041971071,0.0
0.9744383155259277,0.0
0.9502479625508895,0.0
0.9546453009232551,0.0
0.8958630806333889,0.0
0.9041622090445286,0.0
0.9321951661996634,0.0
0.9781089117103571,0.0
0.9790389989344886,0.0
0.9839306003087904,0.0
0.9840334641531905,0.0
0.9304712523832444,0.0
0.9333252924972677,0.0
0.9704343076711811,0.0
0.9718873529964971,0.0
0.9409857508941132,0.0
0.9430870419408764,0.0
0.9413738399813496,0.0
0.9432819528638036,0.0
0.9451852661830301,0.0
0.9468240895626489,0.0
0.9567027856364705,0.0
0.9578628990290283,0.0
0.9395615156620716,0.0
0.9426981276993595,0.0
0.9465951362995991,0.0
0.9458782279628123,0.0
0.9387085306611779,0.0
0.9379295963085083,0.0
0.8888903528524742,0.0
0.9116444661447591,1.0
0.9307190574896701,0.0
0.9296283953315782,0.0
0.9709863548854267,0.0
0.9686785953212603,0.0
0.8993813189508825,0.0
0.9013264049144623,0.0
0.9015910532221659,0.0
0.9035383408844878,0.0
0.9420508118454429,0.0
0.9427494672309689,0.0
0.9285180382719999,0.0
0.9639182850190343,0.0
0.9643058624402236,0.0
0.9032181021402672,0.0
1.0323998770374805,0.0
1.028556394113932,0.0
0.922471677264978,0.0
0.9238347911290621,0.0
0.9193015741068602,0.0
0.9210348839541889,0.0
0.9213754046806992,0.0
0.9232516433775286,0.0
0.8983757112584438,0.0
0.9241545983368548,0.0
0.989273719419482,0.0
0.9864046748341774,0.0
0.9010956901131068,0.0
0.9213921519434415,0.0
1.0132254761148964,0.0
1.0105374963726117,0.0
0.992001183099209,0.0
0.9897891112675414,0.0
0.9821932666790996,0.0
0.9802212982952287,0.0
1.0011670931898953,0.0
0.9994727596280413,0.0
1.0112206717670411,0.0
1.0087991217072947,0.0
0.9953346555740946,0.0
0.9929705075845842,0.0
0.9287989939924189,0.0
0.9191426357244077,0.0
0.9686544117969174,0.0
0.9697512715353022,0.0
0.985603193994085,0.0
0.9843705025665155,0.0
0.9545327925323059,0.0
0.953878672000534,0.0
1.0541714784944631,0.0
1.0527982812249073,0.0
0.9709414511224177,0.0
0.9718183876379263,0.0
0.9865266929661007,0.0
0.9874254525540659,0.0
0.9822877925543573,0.0
0.9835932816443573,0.0
0.9748271500103216,0.0
0.975999381421878,0.0
1.0032710409963743,0.0
1.0020776651769894,0.0
1.0139398495512515,0.0
1.011083334544716,0.0
0.9106591959900784,0.0
0.8964896985083579,1.0
1.005729290135472,0.0
1.0026545141657506,0.0
1.0695408189619828,0.0
1.0653308533499306,0.0
1.0564338734324186,0.0
1.0525970433575917,0.0
0.9254572895722601,0.0
0.9254668770006038,0.0
0.9200632250870824,0.0
0.920480504391484,0.0
0.9276282317371888,0.0
0.9272837903900083,0.0
0.899306992777739,0.0
0.96839614842147,0.0
0.9678406636667781,0.0
1.1160035676104036,1.0
1.1147275328316628,1.0
1.1100255869295703,1.0
1.1088289722500273,1.0
0.9171877817344333,0.0
0.9173063430156712,0.0
0.9175284875301112,0.0
0.9050506968344249,0.0
0.9056932963218323,0.0
0.9095273810245628,0.0
0.9103325025389533,0.0
0.8781689926050071,0.0
0.9133631844210877,0.0
1.0106134779893767,0.0
1.0071074128154307,0.0
0.8938227339855453,0.0
0.9907961319557246,0.0
0.9884924235159744,0.0
0.9766570345976695,0.0
0.9745923202723619,0.0
0.9940308432343037,0.0
0.9920473419946066,0.0
1.007467428889882,0.0
1.004789980952807,0.0
0.9903051139012835,0.0
0.98792836085279,0.0
0.9230905555847909,0.0
0.9119485476258825,0.0
1.0013300194584607,0.0
1.000136123554069,0.0
0.9614359736419091,0.0
0.9620937829721723,0.0
0.9508619003938901,0.0
0.9497010689664384,0.0
1.0495968754278675,0.0
1.0484995334090208,0.0
1.009976425198633,0.0
1.007362711297984,0.0
0.9618000255263615,0.0
0.962625981778195,0.0
0.9782877161676106,0.0
0.9792086305761345,0.0
0.9740264860238661,0.0
0.9753379743367712,0.0
0.9654555082700259,0.0
0.9666058515479578,0.0
0.9802378766466182,0.0
0.9789058879842716,0.0
1.0116841238949599,0.0
1.0088488174843493,0.0
0.9067558480292144,0.0
0.8897884309754279,1.0
1.069918510775234,0.0
1.0659155889400025,0.0
1.0576380271376413,0.0
1.0539474887478713,0.0
